airline,date_of_journey,source,destination,dep_time,arrival_time,duration_minute,total_stops,additional_info,price
Air India,2019-05-21,Delhi,Cochin,20:15:00,19:15:00,1380,2,no info,13381
Indigo,2019-05-18,Banglore,Delhi,08:30:00,11:20:00,170,0,no info,4823
Air Asia,2019-06-27,Kolkata,Banglore,19:55:00,22:25:00,150,0,no info,3807
Air India,2019-04-09,Banglore,Delhi,21:05:00,23:55:00,170,0,no info,4441
Indigo,2019-03-24,Kolkata,Banglore,11:55:00,16:25:00,270,1,no info,9806
Multiple Carriers,2019-06-27,Delhi,Cochin,11:40:00,01:30:00,830,1,in-flight meal not included,5797
Jet Airways,2019-03-27,Delhi,Cochin,17:35:00,19:45:00,1570,2,in-flight meal not included,8098
Air Asia,2019-04-01,Kolkata,Banglore,19:55:00,22:25:00,150,0,no info,3807
Spicejet,2019-06-15,Banglore,Delhi,05:55:00,08:35:00,160,0,no info,4423
Spicejet,2019-06-12,Kolkata,Banglore,15:05:00,20:20:00,315,1,no info,4649
Jet Airways,2019-05-09,Delhi,Cochin,09:40:00,12:35:00,1615,2,in-flight meal not included,13029
Air India,2019-06-15,Delhi,Cochin,19:45:00,19:15:00,1410,2,no info,9653
Indigo,2019-04-15,Delhi,Cochin,06:50:00,12:10:00,320,1,no info,5761
Multiple Carriers,2019-03-27,Delhi,Cochin,09:45:00,21:20:00,695,2,no info,6653
Indigo,2019-06-01,Kolkata,Banglore,17:15:00,19:50:00,155,0,no info,5224
Spicejet,2019-05-09,Chennai,Kolkata,08:20:00,10:35:00,135,0,no info,3911
Indigo,2019-06-15,Mumbai,Hyderabad,19:05:00,20:35:00,90,0,no info,2754
Jet Airways,2019-05-21,Kolkata,Banglore,06:30:00,08:15:00,1545,1,no info,13941
Jet Airways,2019-05-09,Delhi,Cochin,19:45:00,04:25:00,520,1,in-flight meal not included,12373
Multiple Carriers,2019-03-09,Delhi,Cochin,18:15:00,01:35:00,440,1,in-flight meal not included,14086
Indigo,2019-05-18,Mumbai,Hyderabad,19:05:00,20:35:00,90,0,no info,2754
Jet Airways,2019-05-01,Kolkata,Banglore,09:35:00,23:35:00,840,1,no info,13067
Indigo,2019-05-15,Delhi,Cochin,06:50:00,16:10:00,560,1,no info,6442
Air India,2019-06-06,Delhi,Cochin,06:50:00,07:40:00,1490,2,no info,13381
Indigo,2019-04-12,Banglore,Delhi,23:30:00,02:20:00,170,0,no info,6906
Jet Airways,2019-06-09,Delhi,Cochin,17:30:00,04:25:00,655,1,in-flight meal not included,10262
Air India,2019-03-06,Delhi,Cochin,12:00:00,07:40:00,1180,2,no info,14746
Indigo,2019-04-09,Delhi,Cochin,09:15:00,01:30:00,975,1,no info,6573
Jet Airways,2019-06-09,Kolkata,Banglore,21:10:00,18:15:00,1265,1,in-flight meal not included,10844
Multiple Carriers,2019-05-24,Delhi,Cochin,07:30:00,19:00:00,690,1,no info,10529
Jet Airways,2019-05-24,Kolkata,Banglore,20:00:00,09:20:00,800,1,no info,14571
Multiple Carriers,2019-05-27,Delhi,Cochin,09:00:00,21:00:00,720,1,in-flight meal not included,7886
Jet Airways,2019-06-27,Delhi,Cochin,07:05:00,19:00:00,715,1,no info,18371
Air Asia,2019-04-15,Banglore,Delhi,23:55:00,02:45:00,170,0,no info,4483
Jet Airways,2019-06-09,Delhi,Cochin,05:30:00,04:25:00,1375,2,no info,13292
Air India,2019-03-03,Banglore,New Delhi,13:20:00,16:10:00,170,0,no info,12841
Jet Airways,2019-05-09,Kolkata,Banglore,06:30:00,04:40:00,1330,1,in-flight meal not included,8586
Air India,2019-05-24,Kolkata,Banglore,10:00:00,05:25:00,1165,2,no info,15107
Multiple Carriers,2019-06-27,Delhi,Cochin,18:15:00,01:30:00,435,1,no info,13377
Indigo,2019-06-09,Delhi,Cochin,16:00:00,21:00:00,300,1,no info,6069
Indigo,2019-04-18,Kolkata,Banglore,15:30:00,18:05:00,155,0,no info,4174
Jet Airways,2019-05-06,Kolkata,Banglore,06:30:00,18:15:00,705,1,in-flight meal not included,10844
Jet Airways,2019-05-21,Kolkata,Banglore,06:30:00,08:15:00,1545,1,in-flight meal not included,8586
Jet Airways,2019-06-24,Delhi,Cochin,22:50:00,04:25:00,335,1,no info,14714
Jet Airways,2019-05-06,Kolkata,Banglore,21:10:00,16:20:00,1150,1,no info,13584
Air India,2019-06-12,Delhi,Cochin,07:10:00,19:15:00,725,2,no info,12488
Spicejet,2019-03-01,Banglore,New Delhi,10:20:00,18:15:00,475,1,no info,23267
Jet Airways,2019-05-21,Delhi,Cochin,22:50:00,19:00:00,1210,1,no info,16079
Indigo,2019-05-09,Delhi,Cochin,10:35:00,01:30:00,895,1,no info,8330
Jet Airways,2019-06-03,Delhi,Cochin,14:35:00,12:35:00,1320,2,no info,13376
Jet Airways,2019-03-21,Banglore,New Delhi,07:00:00,16:10:00,550,1,in-flight meal not included,7832
Indigo,2019-06-21,Banglore,Delhi,13:00:00,15:50:00,170,0,no info,3943
Indigo,2019-05-06,Banglore,Delhi,10:10:00,13:00:00,170,0,no info,3943
Indigo,2019-06-03,Kolkata,Banglore,04:40:00,07:15:00,155,0,no info,5224
Jet Airways,2019-05-24,Kolkata,Banglore,18:55:00,08:15:00,800,1,no info,13731
Goair,2019-03-06,Delhi,Cochin,10:25:00,19:20:00,535,1,no info,8213
Air India,2019-04-09,Delhi,Cochin,20:15:00,19:15:00,1380,2,no info,9916
Jet Airways,2019-05-21,Delhi,Cochin,18:15:00,19:00:00,1485,1,no info,16079
Multiple Carriers,2019-05-21,Delhi,Cochin,10:35:00,19:00:00,505,1,no info,9103
Air India,2019-06-24,Delhi,Cochin,14:10:00,17:10:00,180,0,no info,5201
Vistara,2019-05-21,Kolkata,Banglore,17:00:00,20:20:00,1640,1,no info,9345
Air India,2019-04-24,Banglore,Delhi,06:10:00,08:55:00,165,0,no info,5228
Indigo,2019-03-03,Delhi,Cochin,08:25:00,21:00:00,755,1,no info,14871
Air India,2019-03-15,Mumbai,Hyderabad,15:00:00,16:25:00,85,0,no info,2050
Multiple Carriers,2019-04-09,Delhi,Cochin,06:00:00,13:20:00,440,1,no info,8323
Indigo,2019-05-27,Delhi,Cochin,21:05:00,00:20:00,195,0,no info,5601
Jet Airways,2019-06-03,Banglore,Delhi,19:50:00,22:50:00,180,0,no info,8016
Spicejet,2019-06-27,Chennai,Kolkata,17:45:00,20:05:00,140,0,no check-in baggage included,3543
Indigo,2019-05-06,Banglore,Delhi,08:30:00,11:20:00,170,0,no info,4823
Jet Airways,2019-05-01,Banglore,Delhi,17:45:00,20:45:00,180,0,no info,7229
Jet Airways,2019-04-06,Banglore,Delhi,06:00:00,08:45:00,165,0,in-flight meal not included,4544
Jet Airways,2019-06-09,Mumbai,Hyderabad,07:05:00,08:30:00,85,0,no info,5678
Jet Airways,2019-06-09,Kolkata,Banglore,20:25:00,21:05:00,1480,1,no info,12692
Multiple Carriers,2019-03-21,Delhi,Cochin,08:25:00,18:50:00,625,1,no info,13069
Goair,2019-04-24,Banglore,Delhi,11:40:00,14:30:00,170,0,no info,3898
Indigo,2019-04-24,Delhi,Cochin,02:00:00,07:25:00,325,1,no info,5636
Multiple Carriers,2019-03-09,Delhi,Cochin,08:00:00,19:15:00,675,1,no info,19332
Multiple Carriers,2019-03-21,Delhi,Cochin,10:20:00,18:50:00,510,1,no info,11999
Jet Airways,2019-05-01,Banglore,Delhi,08:20:00,11:20:00,180,0,in-flight meal not included,5198
Vistara,2019-05-01,Chennai,Kolkata,07:05:00,09:20:00,135,0,no info,3687
Air Asia,2019-03-12,Kolkata,Banglore,19:35:00,22:05:00,150,0,no info,4384
Goair,2019-04-06,Delhi,Cochin,10:35:00,19:35:00,540,1,no info,5135
Indigo,2019-05-09,Delhi,Cochin,17:10:00,01:30:00,500,1,no info,8330
Multiple Carriers,2019-06-15,Delhi,Cochin,13:00:00,19:15:00,375,1,no info,16108
Jet Airways,2019-05-18,Delhi,Cochin,09:00:00,19:00:00,600,1,no info,15554
Jet Airways,2019-05-21,Kolkata,Banglore,17:00:00,14:25:00,1285,1,in-flight meal not included,9314
Multiple Carriers,2019-03-03,Delhi,Cochin,08:00:00,18:50:00,650,1,no info,15342
Jet Airways,2019-03-15,Banglore,New Delhi,08:00:00,18:25:00,625,1,in-flight meal not included,9134
Indigo,2019-05-03,Kolkata,Banglore,15:30:00,18:05:00,155,0,no info,4804
Multiple Carriers,2019-05-18,Delhi,Cochin,09:00:00,21:00:00,720,1,no info,8073
Air Asia,2019-03-06,Kolkata,Banglore,22:50:00,01:20:00,150,0,no info,4384
Jet Airways,2019-05-12,Mumbai,Hyderabad,10:20:00,11:50:00,90,0,no info,5678
Indigo,2019-04-06,Kolkata,Banglore,06:15:00,10:30:00,255,1,no info,4226
Jet Airways,2019-03-12,Banglore,New Delhi,16:55:00,23:00:00,365,1,in-flight meal not included,11087
Indigo,2019-03-15,Chennai,Kolkata,05:15:00,07:35:00,140,0,no info,4326
Jet Airways,2019-06-12,Kolkata,Banglore,20:00:00,09:20:00,800,1,no info,13044
Air Asia,2019-03-03,Delhi,Cochin,16:45:00,07:10:00,865,1,no info,13474
Air India,2019-05-03,Mumbai,Hyderabad,15:00:00,16:25:00,85,0,no info,3100
Indigo,2019-03-06,Mumbai,Hyderabad,21:20:00,22:45:00,85,0,no info,4784
Air India,2019-06-01,Mumbai,Hyderabad,21:05:00,22:25:00,80,0,no info,3100
Multiple Carriers,2019-06-27,Delhi,Cochin,10:00:00,01:30:00,930,1,no info,7198
Jet Airways,2019-05-06,Banglore,Delhi,07:10:00,10:10:00,180,0,no info,7229
Indigo,2019-03-09,Banglore,New Delhi,20:00:00,22:55:00,175,0,no info,6144
Jet Airways,2019-05-06,Kolkata,Banglore,06:30:00,18:15:00,705,1,no info,14781
Air India,2019-05-12,Banglore,Delhi,06:10:00,08:55:00,165,0,no info,5228
Multiple Carriers,2019-06-15,Delhi,Cochin,08:00:00,19:00:00,660,1,no info,12192
Jet Airways,2019-05-01,Kolkata,Banglore,21:10:00,10:05:00,775,1,no info,14781
Air India,2019-06-12,Delhi,Cochin,18:30:00,19:15:00,1485,2,no info,12488
Multiple Carriers,2019-06-01,Delhi,Cochin,09:00:00,21:00:00,720,1,no info,13587
Vistara,2019-06-12,Kolkata,Banglore,07:10:00,20:20:00,790,1,no info,8610
Vistara,2019-05-15,Kolkata,Banglore,17:00:00,23:25:00,385,1,no info,9345
Multiple Carriers,2019-06-15,Delhi,Cochin,07:05:00,16:10:00,545,1,no info,9646
Spicejet,2019-05-18,Delhi,Cochin,17:55:00,22:50:00,295,1,no info,5975
Goair,2019-04-01,Kolkata,Banglore,16:40:00,00:15:00,455,1,no info,5171
Jet Airways,2019-05-27,Delhi,Cochin,09:00:00,04:25:00,1165,1,in-flight meal not included,12898
Jet Airways,2019-06-27,Delhi,Cochin,09:40:00,19:00:00,560,2,no info,13014
Vistara,2019-03-06,Chennai,Kolkata,07:05:00,09:20:00,135,0,no info,7414
Spicejet,2019-06-12,Banglore,Delhi,09:30:00,12:20:00,170,0,no info,4423
Air India,2019-03-06,Mumbai,Hyderabad,10:00:00,23:45:00,825,1,no info,11678
Multiple Carriers,2019-03-27,Delhi,Cochin,07:00:00,15:30:00,510,1,no info,6148
Jet Airways,2019-03-03,Delhi,Cochin,05:25:00,04:25:00,1380,2,no info,18799
Air India,2019-03-09,Banglore,New Delhi,22:00:00,11:05:00,785,1,no info,8425
Jet Airways,2019-03-27,Delhi,Cochin,19:15:00,19:45:00,1470,1,in-flight meal not included,5963
Jet Airways,2019-05-09,Kolkata,Banglore,14:05:00,12:00:00,1315,1,in-flight meal not included,9663
Jet Airways,2019-06-09,Kolkata,Banglore,09:35:00,10:55:00,1520,1,no info,14151
Jet Airways,2019-03-01,Banglore,New Delhi,14:05:00,19:10:00,305,1,no info,36235
Jet Airways,2019-06-21,Banglore,Delhi,19:50:00,22:50:00,180,0,no info,8541
Vistara,2019-03-06,Mumbai,Hyderabad,15:40:00,09:25:00,1065,1,no info,12395
Indigo,2019-05-27,Kolkata,Banglore,14:25:00,16:55:00,150,0,no info,5224
Jet Airways,2019-05-24,Kolkata,Banglore,06:30:00,04:40:00,1330,1,in-flight meal not included,8586
Jet Airways,2019-06-06,Delhi,Cochin,19:45:00,04:25:00,520,1,in-flight meal not included,10262
Multiple Carriers,2019-03-03,Delhi,Cochin,07:05:00,16:10:00,545,1,no info,7905
Air India,2019-05-15,Kolkata,Banglore,09:25:00,13:45:00,1700,2,no info,14482
Jet Airways,2019-06-27,Delhi,Cochin,13:00:00,12:35:00,1415,1,in-flight meal not included,10262
Indigo,2019-04-21,Banglore,Delhi,23:30:00,02:20:00,170,0,no info,4591
Air India,2019-03-06,Delhi,Cochin,16:40:00,19:15:00,1595,2,no info,12646
Jet Airways,2019-06-01,Delhi,Cochin,21:25:00,12:35:00,910,2,no info,13292
Indigo,2019-05-21,Delhi,Cochin,18:35:00,01:30:00,415,1,no info,7006
Indigo,2019-04-06,Banglore,Delhi,20:00:00,22:50:00,170,0,no info,4823
Jet Airways,2019-06-06,Kolkata,Banglore,21:10:00,10:05:00,775,1,no info,14571
Indigo,2019-05-01,Banglore,Delhi,10:10:00,13:00:00,170,0,no info,3943
Indigo,2019-05-27,Banglore,Delhi,22:10:00,01:00:00,170,0,no info,3749
Multiple Carriers,2019-03-03,Delhi,Cochin,17:50:00,01:35:00,465,2,no info,24528
Air Asia,2019-05-09,Banglore,Delhi,04:55:00,07:45:00,170,0,no info,4282
Jet Airways,2019-04-01,Banglore,Delhi,19:50:00,22:50:00,180,0,in-flight meal not included,4544
Jet Airways,2019-05-24,Delhi,Cochin,11:40:00,19:00:00,440,2,no info,21219
Indigo,2019-04-06,Delhi,Cochin,16:00:00,21:00:00,300,1,no info,5073
Jet Airways,2019-05-21,Banglore,Delhi,18:55:00,22:00:00,185,0,no info,7229
Indigo,2019-04-03,Kolkata,Banglore,04:40:00,07:15:00,155,0,no info,4174
Indigo,2019-03-21,Kolkata,Banglore,20:25:00,23:05:00,160,0,no info,4462
Jet Airways,2019-06-06,Kolkata,Banglore,21:10:00,08:15:00,665,1,in-flight meal not included,10844
Jet Airways,2019-03-21,Delhi,Cochin,10:45:00,18:50:00,485,2,no info,11360
Jet Airways,2019-06-27,Delhi,Cochin,11:45:00,04:25:00,1000,2,no info,13882
Indigo,2019-03-03,Delhi,Cochin,20:30:00,01:35:00,305,1,no info,8258
Jet Airways,2019-06-21,Banglore,Delhi,18:55:00,22:00:00,185,0,in-flight meal not included,7754
Spicejet,2019-04-21,Kolkata,Banglore,17:10:00,19:40:00,150,0,no check-in baggage included,4807
Air India,2019-05-09,Delhi,Cochin,20:15:00,19:15:00,1380,2,no info,13591
Jet Airways,2019-03-12,Banglore,New Delhi,09:45:00,16:00:00,375,1,no info,12295
Indigo,2019-03-09,Delhi,Cochin,06:40:00,16:10:00,570,1,no info,6442
Jet Airways,2019-05-21,Kolkata,Banglore,14:05:00,23:35:00,570,1,no info,14781
Indigo,2019-05-09,Mumbai,Hyderabad,16:55:00,18:25:00,90,0,no info,4784
Indigo,2019-05-15,Delhi,Cochin,17:05:00,22:15:00,310,1,no info,6027
Multiple Carriers,2019-06-01,Delhi,Cochin,07:30:00,19:00:00,690,1,no info,11200
Jet Airways,2019-06-01,Delhi,Cochin,22:50:00,12:35:00,825,1,no info,14714
Jet Airways,2019-06-27,Delhi,Cochin,11:30:00,19:00:00,450,1,no info,14714
Jet Airways,2019-04-01,Kolkata,Banglore,06:30:00,18:15:00,705,1,no info,12681
Jet Airways,2019-05-12,Kolkata,Banglore,20:00:00,10:05:00,845,1,in-flight meal not included,8586
Jet Airways,2019-05-01,Kolkata,Banglore,16:30:00,23:35:00,425,1,no info,14781
Jet Airways,2019-06-03,Delhi,Cochin,02:15:00,19:00:00,1005,1,no info,14714
Air India,2019-05-06,Kolkata,Banglore,09:50:00,23:15:00,805,2,no info,14120
Jet Airways,2019-06-03,Delhi,Cochin,20:55:00,12:35:00,940,1,in-flight meal not included,10262
Indigo,2019-06-06,Delhi,Cochin,07:15:00,12:30:00,315,1,no info,6582
Jet Airways,2019-03-12,Banglore,New Delhi,20:35:00,09:30:00,775,1,in-flight meal not included,11087
Air India,2019-03-09,Banglore,New Delhi,10:00:00,12:45:00,165,0,no info,7801
Jet Airways,2019-06-03,Delhi,Cochin,05:30:00,19:00:00,810,2,in-flight meal not included,10368
Multiple Carriers,2019-06-24,Delhi,Cochin,08:00:00,21:00:00,780,1,no info,7618
Air India,2019-05-24,Kolkata,Banglore,09:25:00,11:10:00,1545,1,no info,8891
Indigo,2019-05-09,Kolkata,Banglore,15:15:00,20:30:00,315,1,no info,4565
Spicejet,2019-04-27,Kolkata,Banglore,06:55:00,09:30:00,155,0,no check-in baggage included,3841
Jet Airways,2019-04-03,Banglore,Delhi,08:20:00,11:20:00,180,0,no info,7229
Jet Airways,2019-05-18,Delhi,Cochin,20:55:00,04:25:00,450,1,in-flight meal not included,12373
Jet Airways,2019-06-01,Delhi,Cochin,19:15:00,04:25:00,550,1,no info,14714
Air India,2019-06-12,Delhi,Cochin,09:45:00,09:25:00,1420,2,no info,10975
Indigo,2019-06-01,Delhi,Cochin,17:10:00,01:30:00,500,1,no info,6628
Spicejet,2019-03-24,Kolkata,Banglore,22:20:00,00:40:00,140,0,no check-in baggage included,5725
Air Asia,2019-05-21,Kolkata,Banglore,19:55:00,22:25:00,150,0,no info,4107
Goair,2019-05-09,Delhi,Cochin,10:35:00,19:35:00,540,1,no info,6591
Indigo,2019-03-03,Chennai,Kolkata,22:05:00,00:25:00,140,0,no info,5277
Jet Airways,2019-03-12,Banglore,New Delhi,21:25:00,11:25:00,840,1,no info,13817
Air India,2019-05-15,Delhi,Cochin,20:40:00,09:25:00,765,1,no info,7480
Vistara,2019-06-24,Banglore,Delhi,07:00:00,09:40:00,160,0,no info,4668
Jet Airways,2019-05-09,Kolkata,Banglore,20:25:00,10:55:00,870,1,in-flight meal not included,8066
Multiple Carriers,2019-03-21,Delhi,Cochin,13:00:00,01:35:00,755,1,no info,8098
Air Asia,2019-06-27,Delhi,Cochin,16:45:00,07:10:00,865,1,no info,6451
Air India,2019-06-09,Kolkata,Banglore,16:50:00,13:45:00,1255,2,no info,11752
Air India,2019-03-21,Banglore,New Delhi,11:50:00,19:50:00,480,1,no info,5932
Jet Airways,2019-06-01,Mumbai,Hyderabad,07:05:00,08:30:00,85,0,in-flight meal not included,4050
Jet Airways,2019-03-24,Kolkata,Banglore,13:55:00,23:25:00,570,1,no info,14231
Indigo,2019-05-06,Kolkata,Banglore,18:05:00,23:30:00,325,1,no info,6218
Multiple Carriers,2019-06-27,Delhi,Cochin,10:35:00,19:15:00,520,1,no info,7155
Indigo,2019-03-03,Delhi,Cochin,14:30:00,17:35:00,185,0,no info,7673
Jet Airways,2019-03-01,Banglore,New Delhi,16:55:00,00:45:00,470,1,no info,26890
Goair,2019-05-24,Kolkata,Banglore,23:30:00,07:45:00,495,1,no info,7335
Spicejet,2019-06-06,Chennai,Kolkata,09:45:00,12:00:00,135,0,no info,3597
Air India,2019-05-01,Kolkata,Banglore,16:45:00,12:30:00,1185,2,no info,14960
Jet Airways,2019-06-15,Delhi,Cochin,21:50:00,12:35:00,885,1,in-flight meal not included,10262
Vistara,2019-03-15,Banglore,New Delhi,09:50:00,12:35:00,165,0,no info,6138
Jet Airways,2019-05-24,Kolkata,Banglore,20:25:00,09:45:00,800,1,no info,13067
Multiple Carriers,2019-05-15,Delhi,Cochin,09:45:00,16:10:00,385,1,no info,9646
Indigo,2019-06-24,Kolkata,Banglore,15:15:00,17:45:00,150,0,no info,4804
Spicejet,2019-05-01,Kolkata,Banglore,09:00:00,11:25:00,145,0,no check-in baggage included,3841
Jet Airways,2019-05-27,Delhi,Cochin,18:15:00,04:25:00,610,1,in-flight meal not included,12898
Vistara,2019-04-01,Banglore,Delhi,21:00:00,23:50:00,170,0,no info,5403
Jet Airways,2019-06-06,Delhi,Cochin,02:15:00,19:00:00,1005,1,no info,14714
Indigo,2019-05-18,Banglore,Delhi,07:10:00,10:05:00,175,0,no info,4823
Air India,2019-05-06,Banglore,Delhi,17:00:00,19:45:00,165,0,no info,5228
Spicejet,2019-04-15,Delhi,Cochin,08:45:00,13:15:00,270,1,no check-in baggage included,5726
Jet Airways,2019-03-21,Banglore,New Delhi,08:00:00,23:00:00,900,1,in-flight meal not included,7832
Indigo,2019-04-24,Delhi,Cochin,05:05:00,12:10:00,425,1,no info,6171
Jet Airways,2019-05-18,Kolkata,Banglore,05:45:00,09:20:00,1655,1,no info,14388
Jet Airways,2019-04-15,Banglore,Delhi,15:15:00,18:10:00,175,0,in-flight meal not included,4544
Jet Airways,2019-06-09,Delhi,Cochin,09:35:00,04:25:00,1130,2,no info,13292
Indigo,2019-05-12,Mumbai,Hyderabad,12:00:00,13:30:00,90,0,no info,2754
Jet Airways,2019-03-01,Banglore,New Delhi,08:00:00,13:15:00,315,1,no info,22270
Multiple Carriers,2019-05-21,Delhi,Cochin,15:05:00,01:30:00,625,2,no info,16655
Indigo,2019-03-03,Delhi,Cochin,06:40:00,15:30:00,530,1,no info,14871
Multiple Carriers,2019-06-27,Delhi,Cochin,10:20:00,21:00:00,640,1,no info,6480
Multiple Carriers,2019-05-15,Delhi,Cochin,08:00:00,19:15:00,675,1,no info,14533
Air India,2019-03-24,Banglore,New Delhi,10:00:00,12:45:00,165,0,no info,7276
Jet Airways,2019-03-01,Banglore,New Delhi,22:50:00,11:25:00,755,1,1 long layover,31825
Jet Airways,2019-05-01,Kolkata,Banglore,06:30:00,16:20:00,590,1,no info,14781
Jet Airways,2019-04-01,Kolkata,Banglore,09:35:00,21:05:00,690,1,no info,10953
Vistara,2019-06-18,Banglore,Delhi,09:45:00,12:35:00,170,0,no info,4668
Jet Airways,2019-05-21,Kolkata,Banglore,06:30:00,04:40:00,1330,1,in-flight meal not included,8586
Indigo,2019-06-18,Banglore,Delhi,20:00:00,22:50:00,170,0,no info,4823
Jet Airways,2019-06-09,Kolkata,Banglore,09:35:00,22:05:00,750,1,in-flight meal not included,13994
Spicejet,2019-05-21,Kolkata,Banglore,22:20:00,00:40:00,140,0,no info,3873
Indigo,2019-03-27,Chennai,Kolkata,14:40:00,17:05:00,145,0,no info,3384
Indigo,2019-03-24,Banglore,New Delhi,06:00:00,08:45:00,165,0,no info,4777
Multiple Carriers,2019-05-15,Delhi,Cochin,10:20:00,19:00:00,520,1,no info,9794
Air India,2019-05-15,Kolkata,Banglore,09:25:00,17:20:00,1915,2,no info,13616
Air India,2019-05-21,Kolkata,Banglore,14:15:00,16:45:00,150,0,no info,5510
Indigo,2019-05-01,Kolkata,Banglore,17:15:00,19:50:00,155,0,no info,4804
Vistara,2019-03-09,Banglore,New Delhi,09:50:00,12:35:00,165,0,no info,7240
Spicejet,2019-03-12,Chennai,Kolkata,09:30:00,12:05:00,155,0,no info,6300
Air Asia,2019-04-03,Kolkata,Banglore,10:20:00,12:55:00,155,0,no info,4107
Indigo,2019-06-01,Delhi,Cochin,11:25:00,21:00:00,575,1,no info,6416
Jet Airways,2019-03-24,Kolkata,Banglore,19:45:00,16:20:00,1235,1,no info,13759
Jet Airways,2019-05-24,Kolkata,Banglore,14:05:00,04:40:00,875,1,in-flight meal not included,8586
Air India,2019-06-03,Delhi,Cochin,22:00:00,19:15:00,1275,2,no info,10231
Indigo,2019-04-21,Banglore,Delhi,21:15:00,00:15:00,180,0,no info,4423
Spicejet,2019-03-21,Chennai,Kolkata,08:20:00,10:35:00,135,0,no check-in baggage included,3332
Air India,2019-03-01,Kolkata,Banglore,14:15:00,16:45:00,150,0,no info,6535
Jet Airways,2019-05-01,Delhi,Cochin,19:10:00,19:00:00,1430,2,no info,15129
Indigo,2019-03-21,Delhi,Cochin,02:00:00,07:45:00,345,1,no info,6426
Goair,2019-06-15,Delhi,Cochin,07:00:00,12:55:00,355,1,no info,5281
Spicejet,2019-06-03,Kolkata,Banglore,06:55:00,09:30:00,155,0,no check-in baggage included,3841
Multiple Carriers,2019-04-09,Delhi,Cochin,17:30:00,01:30:00,480,1,no info,13017
Vistara,2019-06-06,Kolkata,Banglore,17:00:00,10:45:00,1065,1,no info,9187
Indigo,2019-06-12,Banglore,Delhi,16:55:00,19:55:00,180,0,no info,4823
Multiple Carriers,2019-06-09,Delhi,Cochin,07:05:00,22:30:00,925,1,no info,9646
Multiple Carriers,2019-03-21,Delhi,Cochin,04:45:00,18:50:00,845,1,no info,11098
Spicejet,2019-04-01,Mumbai,Hyderabad,13:15:00,14:45:00,90,0,no check-in baggage included,1965
Indigo,2019-03-03,Kolkata,Banglore,17:15:00,20:00:00,165,0,no info,6985
Indigo,2019-06-12,Kolkata,Banglore,15:30:00,18:05:00,155,0,no info,4804
Multiple Carriers,2019-05-27,Delhi,Cochin,03:50:00,19:00:00,910,1,no info,10197
Jet Airways,2019-05-06,Kolkata,Banglore,06:30:00,20:45:00,855,1,in-flight meal not included,9663
Indigo,2019-05-06,Mumbai,Hyderabad,09:10:00,10:40:00,90,0,no info,4049
Multiple Carriers,2019-06-24,Delhi,Cochin,17:45:00,01:30:00,465,1,in-flight meal not included,5797
Jet Airways,2019-03-06,Banglore,New Delhi,16:55:00,10:25:00,1050,1,no info,17261
Indigo,2019-03-03,Banglore,New Delhi,20:00:00,22:55:00,175,0,no info,6860
Air India,2019-05-12,Kolkata,Banglore,16:45:00,12:30:00,1185,2,no info,14330
Spicejet,2019-03-24,Kolkata,Banglore,09:00:00,11:30:00,150,0,no check-in baggage included,5201
Indigo,2019-06-18,Chennai,Kolkata,05:15:00,07:40:00,145,0,no info,3540
Multiple Carriers,2019-06-03,Delhi,Cochin,12:50:00,19:15:00,385,1,no info,9001
Jet Airways,2019-06-06,Kolkata,Banglore,18:55:00,20:45:00,1550,1,in-flight meal not included,10844
Spicejet,2019-03-01,Banglore,New Delhi,15:35:00,23:40:00,485,1,1 long layover,7744
Jet Airways,2019-05-15,Kolkata,Banglore,18:55:00,08:15:00,800,1,no info,14388
Air India,2019-06-06,Kolkata,Banglore,09:25:00,01:20:00,955,2,no info,11458
Spicejet,2019-06-18,Kolkata,Banglore,09:00:00,11:25:00,145,0,no check-in baggage included,3841
Spicejet,2019-05-27,Banglore,Delhi,05:55:00,08:35:00,160,0,no info,3311
Jet Airways,2019-06-06,Delhi,Cochin,08:00:00,19:00:00,660,1,no info,14714
Jet Airways,2019-05-06,Kolkata,Banglore,20:25:00,23:35:00,1630,1,no info,10953
Jet Airways,2019-05-06,Kolkata,Banglore,21:10:00,08:15:00,665,1,no info,13584
Indigo,2019-06-27,Chennai,Kolkata,07:55:00,10:15:00,140,0,no info,3850
Jet Airways,2019-06-27,Delhi,Cochin,22:50:00,04:25:00,335,1,in-flight meal not included,12898
Indigo,2019-06-03,Delhi,Cochin,07:35:00,12:10:00,275,1,no info,6069
Vistara,2019-03-01,Banglore,New Delhi,19:40:00,22:20:00,160,0,no info,21730
Multiple Carriers,2019-06-12,Delhi,Cochin,11:40:00,21:00:00,560,1,no info,7005
Jet Airways,2019-06-21,Delhi,Cochin,11:00:00,14:15:00,195,0,in-flight meal not included,4256
Indigo,2019-05-21,Delhi,Cochin,14:25:00,17:40:00,195,0,no info,5601
Air India,2019-06-24,Delhi,Cochin,05:15:00,19:15:00,2280,3,no info,10493
Spicejet,2019-04-06,Kolkata,Banglore,17:10:00,19:40:00,150,0,no info,3873
Jet Airways,2019-03-06,Banglore,New Delhi,05:45:00,05:05:00,1400,1,no info,13555
Indigo,2019-04-09,Kolkata,Banglore,15:15:00,17:45:00,150,0,no info,4174
Multiple Carriers,2019-03-21,Delhi,Cochin,04:45:00,12:35:00,470,1,no info,9838
